,text_raw,text_clean
5649,"""Push off, Ralph--"" ""--it's a tribe--"" ""--they made us--"" ""--we couldn't help it--""",push off ralph it be a tribe they make us we can not help it
5650,"When Ralph spoke again his voice was low, and seemed breathless.",when ralph speak again his voice be low and seem breathless
5651,"""What have I done?",what have i do
5652,"I liked him--and I wanted us to be rescued--""",i like him and i want us to be rescue
5653,Again the stars spilled about the sky.,again the star spill about the sky
5654,"Eric shook his head, earnestly.",eric shake his head earnestly
5655,"""Listen, Ralph.",listen ralph
5656,Never mind what's sense.,never mind what be sense
5657,"That's gone--"" ""Never mind about the chief--"" ""--you got to go for your own good.""",that be go never mind about the chief you get to go for your own good
5658,"""The chief and Roger--"" ""--yes, Roger--"" ""They hate you, Ralph.",the chief and roger yes roger they hate you ralph
5659,"They're going to do you.""",they be go to do you
5660,"""They're going to hunt you tomorrow.""",they be go to hunt you tomorrow
5661,"""But why?""",but why
5662,"""I dunno.",i do not know
5663,"And Ralph, Jack, the chief, says it'll be dangerous--"" ""--and we've got to be careful and throw our spears like at a pig.""",and ralph jack the chief say it will be dangerous and we have get to be careful and throw our spear like at a pig
5664,"""We're going to spread out in a line across the island--"" ""--we're going forward from this end--"" ""--until we find you.""",we be go to spread out in a line across the island we be go forward from this end until we find you
5665,"""We've got to give signals like this.""",we have get to give signal like this
5666,Eric raised his head and achieved a faint ululation by beating on his open mouth.,eric raise his head and achieve a faint ululation by beat on his open mouth
5667,Then he glanced behind him nervously.,then he glance behind him nervously
5668,"""Like that--"" ""--only louder, of course.""",like that only loud of course
5669,"""But I've done nothing,"" whispered Ralph, urgently.",but i have do nothing whisper ralph urgently
5670,"""I only wanted to keep up a fire!""",i only want to keep up a fire
5671,"He paused for a moment, thinking miserably of the morrow.",he pause for a moment think miserably of the morrow
5672,A matter of overwhelming importance occurred to him.,a matt of overwhelm importance occur to him
5673,"""What are you--?""",what be you
5674,He could not bring himself to be specific at first; but then fear and loneliness goaded him.,he can not bring himself to be specific at ﻿1 but then fear and loneliness goad him
5675,"""When they find me, what are they going to do?""",when they find me what be they go to do
5676,The twins were silent.,the twin be silent
5677,"Beneath him, the death rock flowered again.",beneath him the death rock flower again
5678,"""What are they--oh God!",what be they oh god
5679,"I'm hungry--""",i be hungry
5680,The towering rock seemed to sway under him.,the tower rock seem to sway under him
5681,"""Well--what--?""",good what
5682,The twins answered his question indirectly.,the twin answer his question indirectly
5683,"""You got to go now, Ralph.""",you get to go now ralph
5684,"""For your own good.""",for your own good
5685,"""Keep away.",keep away
5686,"As far as you can.""",a far a you can
5687,"""Won't you come with me?",will not you come with me
5688,"Three of us--we'd stand a chance.""",three of us we would stand a chance
5689,"After a moment's silence, Sam spoke in a strangled voice.",after a moment s silence sam speak in a strangle voice
5690,"""You don't know Roger.",you do not know roger
5691,"He's a terror.""",he be a terror
5692,"""And the chief--they're both--"" ""--terrors--"" ""--only Roger--""",and the chief they be both terror only roger
5693,Both boys froze.,both boy freeze
5694,Someone was climbing toward them from the tribe.,someone be climb toward them from the tribe
5695,"""He's coming to see if we're keeping watch.",he be come to see if we be keep watch
5696,"Quick, Ralph!""",quick ralph
5697,"As he prepared to let himself down the cliff, Ralph snatched at the last possible advantage to be wrung out of this meeting.",a he prepare to let himself down the cliff ralph snatch at the last possible advantage to be wring out of this meet
5698,"""I'll lie up close; in that thicket down there,"" he whispered, ""so keep them away from it.",i will lie up close in that thicket down there he whisper so keep them away from it
5699,"They'll never think to look so close--""",they will never think to look so close
5700,The footsteps were still some distance away.,the footstep be still some distance away
5701,"""Sam--I'm going to be all right, aren't I?""",sam i be go to be all right be not i
5702,The twins were silent again.,the twin be silent again
5703,"""Here!""",here
5704,said Sam suddenly.,say sam suddenly
5705,"""Take this--""",take this
5706,Ralph felt a chunk of meat pushed against him and grabbed it.,ralph feel a chunk of meat push against him and grab it
5707,"""But what are you going to do when you catch me?""",but what be you go to do when you catch me
5708,Silence above.,silence above
5709,He sounded silly to himself.,he sound silly to himself
5710,He lowered himself down the rock.,he lower himself down the rock
5711,"""What are you going to do--?""",what be you go to do
5712,From the top of the towering rock came the incomprehensible reply.,from the top of the tower rock come the incomprehensible reply
5713,"""Roger sharpened a stick at both ends.""",roger sharpen a stick at both end
5714,Roger sharpened a stick at both ends.,roger sharpen a stick at both end
5715,Ralph tried to attach a meaning to this but could not.,ralph try to attach a mean to this but can not
5716,He used all the bad words he could think of in a fit of temper that passed into yawning.,he use all the bad word he can think of in a fit of temper that pass into yawn
5717,How long could you go without sleep?,how long can you go without sleep
5718,"He yearned for a bed and sheets--but the only whiteness here was the slow spilt milk, luminous round the rock forty feet below, where Piggy had fallen.",he yearn for a bed and sheet but the only whiteness here be the slow spill milk luminous round the rock forty foot below where piggy have fall
5719,"Piggy was everywhere, was on this neck, was become terrible in darkness and death.",piggy be everywhere be on this neck be become terrible in darkness and death
5720,"If Piggy were to come back now out of the water, with his empty head--Ralph whimpered and yawned like a littlun.",if piggy be to come back now out of the water with his empty head ralph whimper and yawn like a littlun
5721,The stick in his hand became a crutch on which he reeled.,the stick in his hand become a crutch on which he reel
5722,Then he tensed again.,then he tense again
5723,There were voices raised on the top of the Castle Rock.,there be voice raise on the top of the castle rock
5724,Samneric were arguing with someone.,samneric be argue with someone
5725,But the ferns and the grass were near.,but the fern and the grass be near
5726,"That was the place to be in, hidden, and next to the thicket that would serve for tomorrow's hideout.",that be the place to be in hide and next to the thicket that would serve for tomorrow s hideout
5727,"Here-- and his hands touched grass--was a place to be in for the night, not far from the tribe, so that if the horrors of the supernatural emerged one could at least mix with humans for the time being, even if it meant .",here and his hand touch grass be a place to be in for the night not far from the tribe so that if the horror of the supernatural emerge one can at little mix with human for the time be even if it mean
5728,. . What did it mean?,what do it mean
5729,A stick sharpened at both ends.,a stick sharpen at both end
5730,What was there in that?,what be there in that
5731,They had thrown spears and missed; all but one.,they have throw spear and miss all but one
5732,"Perhaps they would miss next time, too.",perhaps they would miss next time too
5733,"He squatted down in the tall grass, remembered the meat that Sam had given him, and began to tear at it ravenously.",he squat down in the tall grass remember the meat that sam have give him and begin to tear at it ravenously
5734,"While he was eating, he heard fresh noises--cries of pain from Samneric, cries of panic, angry voices.",while he be eat he hear fresh noise cry of pain from samneric cry of panic angry voice
5735,What did it mean?,what do it mean
5736,"Someone besides himself was in trouble, for at least one of the twins was catching it.",someone besides himself be in trouble for at little one of the twin be catch it
5737,Then the voices passed away down the rock and he ceased to think of them.,then the voice pass away down the rock and he cease to think of them
5738,"He felt with his hands and found cool, delicate fronds backed against the thicket.",he feel with his hand and find cool delicate frond back against the thicket
5739,Here then was the night's lair.,here then be the night s lair
5740,"At first light he would creep into the thicket, squeeze between the twisted stems, ensconce himself so deep that only a crawler like himself could come through, and that crawler would be jabbed.",at ﻿1 light he would creep into the thicket squeeze between the twist stem ensconce himself so deep that only a crawler like himself can come through and that crawler would be jab
5741,"There he would sit, and the search would pass him by, and the cordon waver on, ululating along the island, and he would be free.",there he would sit and the search would pass him by and the cordon waver on ululate along the island and he would be free
5742,"He pulled himself between the ferns, tunneling in.",he pull himself between the fern tunnel in
5743,"He laid the stick beside him, and huddled himself down in the blackness.",he lay the stick beside him and huddle himself down in the blackness
5744,"One must remember to wake at first light, in order to diddle the savages--and he did not know how quickly sleep came and hurled him down a dark interior slope.",one must remember to wake at ﻿1 light in order to diddle the savage and he do not know how quickly sleep come and hurl him down a dark interior slope
5745,"He was awake before his eyes were open, listening to a noise that was near.",he be awake before his eye be open listen to a noise that be near
5746,"He opened an eye, found the mold an inch or so from his face and his fingers gripped into it, light filtering between the fronds of fern.",he open a eye find the mold a inch or so from his face and his finger grip into it light filter between the frond of fern
5747,"He had just time to realize that the age-long nightmares of falling and death were past and that the morning was come, when he heard the sound again.",he have just time to realize that the age long nightmare of fall and death be past and that the morning be come when he hear the sound again
5748,It was an ululation over by the seashore-- and now the next savage answered and the next.,it be a ululation over by the seashore and now the next savage answer and the next
5749,"The cry swept by him across the narrow end of the island from sea to lagoon, like the cry of a flying bird.",the cry sweep by him across the narrow end of the island from sea to lagoon like the cry of a fly bird
5750,He took no time to consider but grabbed his sharp stick and wriggled back among the ferns.,he take no time to consider but grab his sharp stick and wriggle back among the fern
5751,Within seconds he was worming his way into the thicket; but not before he had glimpsed the legs of a savage coming toward him.,within second he be worm his way into the thicket but not before he have glimpse the leg of a savage come toward him
5752,The ferns were thumped and beaten and he heard legs moving in the long grass.,the fern be thump and beat and he hear leg move in the long grass
5753,"The savage, whoever he was, ululated twice; and the cry was repeated in both directions, then died away.",the savage whoever he be ululate twice and the cry be repeat in both direction then die away
5754,"Ralph crouched still, tangled in the ferns, and for a time he heard nothing.",ralph crouch still tangle in the fern and for a time he hear nothing
5755,At last he examined the thicket itself.,at last he examine the thicket itself
5756,Certainly no one could attack him here--and moreover he had a stroke of luck.,certainly no one can attack him here and moreover he have a stroke of luck
5757,"The great rock that had killed Piggy had bounded into this thicket and bounced there, right in the center, making a smashed space a few feet in extent each way.",the great rock that have kill piggy have bound into this thicket and bounce there right in the center make a smash space a few foot in extent each way
5758,"When Ralph had wriggled into this he felt secure, and clever.",when ralph have wriggle into this he feel secure and clever
5759,He sat down carefully among the smashed stems and waited for the hunt to pass.,he sit down carefully among the smash stem and wait for the hunt to pass
5760,Looking up between the leaves he caught a glimpse of something red.,look up between the leave he catch a glimpse of something red
5761,"That must be the top of the Castle Rock, distant and unmenacing.",that must be the top of the castle rock distant and unmenacing
5762,"He composed himself triumphantly, to hear the sounds of the hunt dying away.",he compose himself triumphantly to hear the sound of the hunt dye away
5763,"Yet no one made a sound; and as the minutes passed, in the green shade, his feeling of triumph faded.",yet no one make a sound and a the minute pass in the green shade his feel of triumph fade
5764,"At last he heard a voice--Jack's voice, but hushed.",at last he hear a voice jack s voice but hush
5765,"""Are you certain?""",be you certain
5766,The savage addressed said nothing.,the savage address say nothing
5767,Perhaps he made a gesture.,perhaps he make a gesture
5768,Roger spoke.,roger speak
5769,"""If you're fooling us--""",if you be fool us
5770,"Immediately after this, there came a gasp, and a squeal of pain.",immediately after this there come a gasp and a squeal of pain
5771,Ralph crouched instinctively.,ralph crouch instinctively
5772,"One of the twins was there, outside the thicket, with Jack and Roger.",one of the twin be there outside the thicket with jack and roger
5773,"""You're sure he meant in there?""",you be sure he mean in there
5774,The twin moaned faintly and then squealed again.,the twin moan faintly and then squeal again
5775,"""He meant he'd hide in there?""",he mean he would hide in there
5776,"""Yes--yes--oh--!""",yes yes oh
5777,Silver laughter scattered among the trees.,silver laughter scatter among the tree
5778,So they knew.,so they know
5779,Ralph picked up his stick and prepared for battle.,ralph pick up his stick and prepare for battle
5780,But what could they do?,but what can they do
5781,It would take them a week to break a path through the thicket; and anyone who wormed his way in would be helpless.,it would take them a week to break a path through the thicket and anyone who worm his way in would be helpless
5782,He felt the point of his spear with his thumb and grinned without amusement.,he feel the point of his spear with his thumb and grin without amusement
5783,"Whoever tried that would be stuck, squealing like a pig.",whoever try that would be stick squeal like a pig
5784,"They were going away, back to the tower rock.",they be go away back to the tower rock
5785,He could hear feet moving and then someone sniggered.,he can hear foot move and then someone snigger
5786,"There came again that high, bird-like cry that swept along the line.",there come again that high bird like cry that sweep along the line
5787,So some were still watching for him; but some--?,so some be still watch for him but some
5788,"There was a long, breathless silence.",there be a long breathless silence
5789,Ralph found that he had bark in his mouth from the gnawed spear.,ralph find that he have bark in his mouth from the gnaw spear
5790,He stood and peered upwards to the Castle Rock.,he stand and peer upwards to the castle rock
5791,"As he did so, he heard Jack's voice from the top.",a he do so he hear jack s voice from the top
5792,"""Heave!",heave
5793,Heave!,heave
5794,"Heave!""",heave
5795,"The red rock that he could see at the top of the cliff vanished like a curtain, and he could see figures and blue sky.",the red rock that he can see at the top of the cliff vanish like a curtain and he can see figure and blue sky
5796,"A moment later the earth jolted, there was a rushing sound in the air, and the top of the thicket was cuffed as with a gigantic hand.",a moment late the earth jolt there be a rush sound in the air and the top of the thicket be cuff a with a gigantic hand
5797,"The rock bounded on, thumping and smashing toward the beach, while a shower of broken twigs and leaves fell on him.",the rock bound on thump and smash toward the beach while a shower of break twig and leave fall on him
5798,"Beyond the thicket, the tribe was cheering.",beyond the thicket the tribe be cheer
5799,Silence again.,silence again
5800,Ralph put his fingers in his mouth and bit them.,ralph put his finger in his mouth and bite them
5801,"There was only one other rock up there that they might conceivably move; but that was half as big as a cottage, big as a car, a tank.",there be only one other rock up there that they may conceivably move but that be half a big a a cottage big a a car a tank
5802,"He visualized its probable progress with agonizing clearness--that one would start slowly, drop from ledge to ledge, trundle across the neck like an outsize steamroller.",he visualize its probable progress with agonize clearness that one would start slowly drop from ledge to ledge trundle across the neck like a outsize steamroller
5803,"""Heave!",heave
5804,Heave!,heave
5805,"Heave!""",heave
5806,"Ralph put down his spear, then picked it up again.",ralph put down his spear then pick it up again
5807,"He pushed his hair back irritably, took two hasty steps across the little space and then came back.",he push his hair back irritably take two hasty step across the little space and then come back
5808,He stood looking at the broken ends of branches.,he stand look at the break end of branch
5809,Still silence.,still silence
5810,He caught sight of the rise and fall of his diaphragm and was surprised to see how quickly he was breathing.,he catch sight of the rise and fall of his diaphragm and be surprise to see how quickly he be breathe
5811,Just left of center his heart-beats were visible.,just leave of center his heart beat be visible
5812,He put the spear down again.,he put the spear down again
5813,"""Heave!",heave
5814,Heave!,heave
5815,"Heave!""",heave
5816,"A shrill, prolonged cheer.",a shrill prolong cheer
5817,"Something boomed up on the red rock, then the earth jumped and began to shake steadily, while the noise as steadily increased.",something boom up on the red rock then the earth jump and begin to shake steadily while the noise a steadily increase
5818,"Ralph was shot into the air, thrown down, dashed against branches.",ralph be shoot into the air throw down dash against branch
5819,"At his right hand, and only a few feet away, the whole thicket bent and the roots screamed as they came out of the earth together.",at his right hand and only a few foot away the whole thicket bend and the root scream a they come out of the earth together
5820,He saw something red that turned over slowly as a mill wheel.,he see something red that turn over slowly a a mill wheel
5821,Then the red thing was past and the elephantine progress diminished toward the sea.,then the red thing be past and the elephantine progress diminish toward the sea
5822,"Ralph knelt on the plowed-up soil, and waited for the earth to come back.",ralph kneel on the plow up soil and wait for the earth to come back
5823,"Presently the white, broken stumps, the split sticks and the tangle of the thicket refocused.",presently the white break stump the split stick and the tangle of the thicket refocus
5824,There was a kind of heavy feeling in his body where he had watched his own pulse.,there be a kind of heavy feel in his body where he have watch his own pulse
5825,Silence again.,silence again
5826,Yet not entirely so.,yet not entirely so
5827,They were whispering out there; and suddenly the branches were shaken furiously at two places on his right.,they be whisper out there and suddenly the branch be shake furiously at two place on his right
5828,The pointed end of a stick appeared.,the point end of a stick appear
5829,"In panic, Ralph thrust his own stick through the crack and struck with all his might.",in panic ralph thrust his own stick through the crack and strike with all his may
5830,"""Aaa-ah!""",aaa ah
5831,His spear twisted a little in his hands and then he withdrew it again.,his spear twist a little in his hand and then he withdraw it again
5832,"""Ooh-ooh--""",ooh ooh
5833,Someone was moaning outside and a babble of voices rose.,someone be moan outside and a babble of voice rise
5834,A fierce argument was going on and the wounded savage kept groaning.,a fierce argument be go on and the wound savage keep groan
5835,"Then when there was silence, a single voice spoke and Ralph decided that it was not Jack's.",then when there be silence a single voice speak and ralph decide that it be not jack s
5836,"""See?",see
5837,"I told you--he's dangerous.""",i tell you he be dangerous
5838,The wounded savage moaned again.,the wound savage moan again
5839,What else?,what else
5840,What next?,what next
5841,Ralph fastened his hands round the chewed spear and his hair fell.,ralph fasten his hand round the chew spear and his hair fall
5842,"Someone was muttering, only a few yards away toward the Castle Rock.",someone be mutter only a few yard away toward the castle rock
5843,"He heard a savage say ""No!""",he hear a savage say no
5844,in a shocked voice; and then there was suppressed laughter.,in a shock voice and then there be suppress laughter
5845,He squatted back on his heels and showed his teeth at the wall of branches.,he squat back on his heel and show his tooth at the wall of branch
5846,"He raise his spear, snarled a little, and waited.",he raise his spear snarl a little and wait
5847,Once more the invisible group sniggered.,once much the invisible group snigger
5848,He heard a curious trickling sound and then a louder crepitation as if someone were unwrapping great sheets of cellophane.,he hear a curious trickle sound and then a loud crepitation a if someone be unwrap great sheet of cellophane
5849,A stick snapped and he stifled a cough.,a stick snap and he stifle a cough
5850,"Smoke was seeping through the branches in white and yellow wisps, the patch of blue sky overhead turned to the color of a storm cloud, and then the smoke billowed round him.",smoke be seep through the branch in white and yellow wisp the patch of blue sky overhead turn to the color of a storm cloud and then the smoke billow round him
5851,"Someone laughed excitedly, and a voice shouted.",someone laugh excited and a voice shout
5852,"""Smoke!""",smoke
5853,"He wormed his way through the thicket toward the forest, keeping as far as possible beneath the smoke.",he worm his way through the thicket toward the forest keep a far a possible beneath the smoke
5854,"Presently he saw open space, and the green leaves of the edge of the thicket.",presently he see open space and the green leave of the edge of the thicket
5855,"A smallish savage was standing between him and the rest of the forest, a savage striped red and white, and carrying a spear.",a smallish savage be stand between him and the rest of the forest a savage stripe red and white and carry a spear
5856,He was coughing and smearing the paint about his eyes with the back of his hand as he tried to see through the increasing smoke.,he be cough and smear the paint about his eye with the back of his hand a he try to see through the increase smoke
5857,"Ralph launched himself like a cat; stabbed, snarling, with the spear, and the savage doubled up.",ralph launch himself like a cat stab snarl with the spear and the savage double up
5858,There was a shout from beyond the thicket and then Ralph was running with the swiftness of fear through the undergrowth.,there be a shout from beyond the thicket and then ralph be run with the swiftness of fear through the undergrowth
5859,"He came to a pig-run, followed it for perhaps a hundred yards, and then swerved off.",he come to a pig run follow it for perhaps a hundred yard and then swerve off
5860,Behind him the ululation swept across the island once more and a single voice shouted three times.,behind him the ululation sweep across the island once much and a single voice shout three time
5861,"He guessed that was the signal to advance and sped away again, till his chest was like fire.",he guess that be the signal to advance and speed away again till his chest be like fire
5862,Then he flung himself down under a bush and waited for a moment till his breathing steadied.,then he fling himself down under a bush and wait for a moment till his breathe steady
5863,He passed his tongue tentatively over his teeth and lips and heard far off the ululation of the pursuers.,he pass his tongue tentatively over his tooth and lip and hear far off the ululation of the pursuer
5864,There were many things he could do.,there be many thing he can do
5865,He could climb a tree; but that was putting all his eggs in one basket.,he can climb a tree but that be putt all his egg in one basket
5866,"If he were detected, they had nothing more difficult to do than wait.",if he be detect they have nothing much difficult to do than wait
5867,If only one had time to think!,if only one have time to think
5868,Another double cry at the same distance gave him a clue to their plan.,another double cry at the same distance give him a clue to their plan
5869,Any savage balked in the forest would utter the double shout and hold up the line till he was free again.,any savage balk in the forest would utter the double shout and hold up the line till he be free again
5870,That way they might hope to keep the cordon unbroken right across the island.,that way they may hope to keep the cordon unbroken right across the island
5871,Ralph thought of the boar that had broken through them with such ease.,ralph think of the boar that have break through them with such ease
5872,"If necessary, when the chase came too close, he could charge the cordon while it was still thin, burst through, and run back.",if necessary when the chase come too close he can charge the cordon while it be still thin burst through and run back
5873,But run back where?,but run back where
5874,The cordon would turn and sweep again.,the cordon would turn and sweep again
5875,Sooner or later he would have to sleep or eat--and then he would awaken with hands clawing at him; and the hunt would become a running down.,soon or late he would have to sleep or eat and then he would awaken with hand claw at him and the hunt would become a run down
5876,"What was to be done, then?",what be to be do then
5877,The tree?,the tree
5878,Burst the line like a boar?,burst the line like a boar
5879,Either way the choice was terrible.,either way the choice be terrible
5880,"A single cry quickened his heart-beat and, leaping up, he dashed away toward the ocean side and the thick jungle till he was hung up among creepers; he stayed there for a moment with his calves quivering.",a single cry quicken his heart beat and leap up he dash away toward the ocean side and the thick jungle till he be hang up among creeper he stay there for a moment with his calve quiver
5881,"If only one could have quiet, a long pause, a time to think!",if only one can have quiet a long pause a time to think
5882,"And there again, shrill and inevitable, was the ululation sweeping across the island.",and there again shrill and inevitable be the ululation sweep across the island
5883,At that sound he shied like a horse among the creepers and ran once more till he was panting.,at that sound he shy like a horse among the creeper and run once much till he be pant
5884,He flung himself down by some ferns.,he fling himself down by some fern
5885,"The tree, or the charge?",the tree or the charge
5886,"He mastered his breathing for a moment, wiped his mouth, and told himself to be calm.",he master his breathe for a moment wipe his mouth and tell himself to be calm
5887,"Samneric were somewhere in that line, and hating it.",samneric be somewhere in that line and hate it
5888,Or were they?,or be they
5889,"And supposing, instead of them, he met the chief, or Roger who carried death in his hands?",and suppose instead of them he meet the chief or roger who carry death in his hand
5890,Ralph pushed back his tangled hair and wiped the sweat out of his best eye.,ralph push back his tangle hair and wipe the sweat out of his well eye
5891,He spoke aloud.,he speak aloud
5892,"""Think.""",think
5893,What was the sensible thing to do?,what be the sensible thing to do
5894,There was no Piggy to talk sense.,there be no piggy to talk sense
5895,There was no solemn assembly for debate nor dignity of the conch.,there be no solemn assembly for debate nor dignity of the conch
5896,"""Think.""",think
5897,"Most, he was beginning to dread the curtain that might waver in his brain, blacking out the sense of danger, making a simpleton of him.",much he be begin to dread the curtain that may waver in his brain black out the sense of danger make a simpleton of him
5898,A third idea would be to hide so well that the advancing line would pass without discovering him.,a 3 idea would be to hide so good that the advance line would pass without discover him
5899,He jerked his head off the ground and listened.,he jerk his head off the grind and listen
5900,"There was another noise to attend to now, a deep grumbling noise, as though the forest itself were angry with him, a somber noise across which the ululations were scribbled excruciatingly as on slate.",there be another noise to attend to now a deep grumble noise a though the forest itself be angry with him a somber noise across which the ululations be scribble excruciatingly a on slate
5901,"He knew he had heard it before somewhere, but had no time to remember.",he know he have hear it before somewhere but have no time to remember
5902,Break the line.,break the line
5903,A tree.,a tree
5904,"Hide, and let them pass.",hide and let them pass
5905,"A nearer cry stood him on his feet and immediately he was away again, running fast among thorns and brambles.",a near cry stand him on his foot and immediately he be away again run fast among thorn and bramble
5906,"Suddenly he blundered into the open, found himself again in that open space--and there was the fathom-wide grin of the skull, no longer ridiculing a deep blue patch of sky but jeering up into a blanket of smoke.",suddenly he blunder into the open find himself again in that open space and there be the fathom wide grin of the skull no long ridicule a deep blue patch of sky but jeer up into a blanket of smoke
5907,"Then Ralph was running beneath trees, with the grumble of the forest explained.",then ralph be run beneath tree with the grumble of the forest explain
5908,They had smoked him out and set the island on fire.,they have smoke him out and set the island on fire
5909,Hide was better than a tree because you had a chance of breaking the line if you were discovered.,hide be well than a tree because you have a chance of break the line if you be discover
5910,"Hide, then.",hide then
5911,"He wondered if a pig would agree, and grimaced at nothing.",he wonder if a pig would agree and grimace at nothing
5912,"Find the deepest thicket, the darkest hole on the island, and creep in.",find the deep thicket the dark hole on the island and creep in
5913,"Now, as he ran, he peered about him.",now a he run he peer about him
5914,Bars and splashes of sunlight flitted over him and sweat made glistening streaks on his dirty body.,bar and splash of sunlight flit over him and sweat make glisten streak on his dirty body
5915,"The cries were far now, and faint.",the cry be far now and faint
5916,"At last he found what seemed to him the right place, though the decision was desperate.",at last he find what seem to him the right place though the decision be desperate
5917,"Here, bushes and a wild tangle of creeper made a mat that kept out all the light of the sun.",here bush and a wild tangle of creeper make a mat that keep out all the light of the sun
5918,"Beneath it was a space, perhaps a foot high, though it was pierced everywhere by parallel and rising stems.",beneath it be a space perhaps a foot high though it be pierce everywhere by parallel and rise stem
5919,"If you wormed into the middle of that you would be five yards from the edge, and hidden, unless the savage chose to lie down and look for you; and even then, you would be in darkness--and if the worst happened and he saw you, then you had a chance to burst out at him, fling the whole line out of step and double back.",if you worm into the middle of that you would be five yard from the edge and hide unless the savage choose to lie down and look for you and even then you would be in darkness and if the wrong happen and he see you then you have a chance to burst out at him fling the whole line out of step and double back
5920,"Cautiously, his stick trailing behind him, Ralph wormed between the rising stems.",cautiously his stick trail behind him ralph worm between the rise stem
5921,When he reached the middle of the mat he lay and listened.,when he reach the middle of the mat he lie and listen
5922,The fire was a big one and the drum-roll that he had thought was left so far behind was nearer.,the fire be a big one and the drum roll that he have think be leave so far behind be near
5923,Couldn't a fire outrun a galloping horse?,can not a fire outrun a gallop horse
5924,"He could see the sun-splashed ground over an area of perhaps fifty yards from where he lay, and as he watched, the sunlight in every patch blinked at him.",he can see the sun splash grind over a area of perhaps fifty yard from where he lie and a he watch the sunlight in every patch blink at him
5925,This was so like the curtain that flapped in his brain that for a moment he thought the blinking was inside him.,this be so like the curtain that flap in his brain that for a moment he think the blink be inside him
5926,"But then the patches blinked more rapidly, dulled and went out, so that he saw that a great heaviness of smoke lay between the island and the sun.",but then the patch blink much rapidly dull and go out so that he see that a great heaviness of smoke lie between the island and the sun
5927,If anyone peered under the bushes and chanced to glimpse human flesh it might be Samneric who would pretend not to see and say nothing.,if anyone peer under the bush and chance to glimpse human flesh it may be samneric who would pretend not to see and say nothing
5928,"He laid his cheek against the chocolate-colored earth, licked his dry lips and closed his eyes.",he lay his cheek against the chocolate color earth lick his dry lip and close his eye
5929,"Under the thicket, the earth was vibrating very slightly; or perhaps there was a sound beneath the obvious thunder of the fire and scribbled ululations that was too low to hear.",under the thicket the earth be vibrate very slightly or perhaps there be a sound beneath the obvious thunder of the fire and scribble ululations that be too low to hear
5930,Someone cried out.,someone cry out
5931,Ralph jerked his cheek off the earth and looked into the dulled light.,ralph jerk his cheek off the earth and look into the dull light
5932,"They must be near now, he thought, and his chest began to thump.",they must be near now he think and his chest begin to thump
5933,"Hide, break the line, climb a tree--which was the best after all?",hide break the line climb a tree which be the well after all
5934,The trouble was you only had one chance.,the trouble be you only have one chance
5935,"Now the fire was nearer; those volleying shots were great limbs, trunks even, bursting.",now the fire be near that volley shot be great limb trunk even burst
5936,The fools!,the fool
5937,The fools!,the fool
5938,The fire must be almost at the fruit trees--what would they eat tomorrow?,the fire must be almost at the fruit tree what would they eat tomorrow
5939,Ralph stirred restlessly in his narrow bed.,ralph stir restlessly in his narrow bed
5940,One chanced nothing!,one chance nothing
5941,What could they do?,what can they do
5942,Beat him?,beat him
5943,So what?,so what
5944,Kill him?,kill him
5945,A stick sharpened at both ends.,a stick sharpen at both end
5946,"The cries, suddenly nearer, jerked him up.",the cry suddenly near jerk him up
5947,"He could see a striped savage moving hastily out of a green tangle, and coming toward the mat where he hid, a savage who carried a spear.",he can see a stripe savage move hastily out of a green tangle and come toward the mat where he hide a savage who carry a spear
5948,Ralph gripped his fingers into the earth.,ralph grip his finger into the earth
5949,"Be ready now, in case.",be ready now in case
5950,Ralph fumbled to hold his spear so that it was point foremost; and now he saw that the stick was sharpened at both ends.,ralph fumble to hold his spear so that it be point foremost and now he see that the stick be sharpen at both end
5951,The savage stopped fifteen yards away and uttered his cry.,the savage stop fifteen yard away and utter his cry
5952,Perhaps he can hear my heart over the noises of the fire.,perhaps he can hear my heart over the noise of the fire
5953,Don't scream.,do not scream
5954,Get ready.,get ready
5955,The savage moved forward so that you could only see him from the waist down.,the savage move forward so that you can only see him from the waist down
5956,That was the butt of his spear.,that be the butt of his spear
5957,Now you could see him from the knee down.,now you can see him from the knee down
5958,Don't scream.,do not scream
5959,A herd of pigs came squealing out of the greenery behind the savage and rushed away into the forest.,a herd of pig come squeal out of the greenery behind the savage and rush away into the forest
5960,"Birds were screaming, mice shrieking, and a little hopping thing came under the mat and cowered.",bird be scream mouse shriek and a little hop thing come under the mat and cower
5961,"Five yards away the savage stopped, standing right by the thicket, and cried out.",five yard away the savage stop stand right by the thicket and cry out
5962,Ralph drew his feet up and crouched.,ralph draw his foot up and crouch
5963,"The stake was in his hands, the stake sharpened at both ends, the stake that vibrated so wildly, that grew long, short, light, heavy, light again.",the stake be in his hand the stake sharpen at both end the stake that vibrate so wildly that grow long short light heavy light again
5964,The ululation spread from shore to shore.,the ululation spread from shore to shore
5965,"The savage knelt down by the edge of the thicket, and there were lights flickering in the forest behind him.",the savage kneel down by the edge of the thicket and there be light flicker in the forest behind him
5966,You could see a knee disturb the mold.,you can see a knee disturb the mold
5967,Now the other.,now the other
5968,Two hands.,two hand
5969,A spear.,a spear
5970,A face.,a face
5971,The savage peered into the obscurity beneath the thicket.,the savage peer into the obscurity beneath the thicket
5972,"You could tell that he saw light on this side and on that, but not in the middle--there.",you can tell that he see light on this side and on that but not in the middle there
