,text_raw,text_clean
913,Are we not to follow the man that was born to lead us?,be we not to follow the man that be bear to lead us
914,A traitor to his country!,a traitor to his country
915,replied Dante.,reply dante
916,"A traitor, an adulterer!",a traitor a adulterer
917,The priests were right to abandon him.,the priest be right to abandon him
918,The priests were always the true friends of Ireland.,the priest be always the true friend of ireland
919,"Were they, faith?",be they faith
920,said Mr Casey.,say mr casey
921,"He threw his fist on the table and, frowning angrily, protruded one finger after another.",he throw his fist on the table and frown angrily protrude one finger after another
922,Didn't the bishops of Ireland betray us in the time of the union when Bishop Lanigan presented an address of loyalty to the Marquess Cornwallis?,do not the bishop of ireland betray us in the time of the union when bishop lanigan present a address of loyalty to the marquess cornwallis
923,Didn't the bishops and priests sell the aspirations of their country in 1829 in return for catholic emancipation?,do not the bishop and priest sell the aspiration of their country in in return for catholic emancipation
924,Didn't they denounce the fenian movement from the pulpit and in the confession box?,do not they denounce the fenian movement from the pulpit and in the confession box
925,And didn't they dishonour the ashes of Terence Bellew MacManus?,and do not they dishonour the ash of terence bellew macmanus
926,His face was glowing with anger and Stephen felt the glow rise to his own cheek as the spoken words thrilled him.,his face be glow with anger and stephen feel the glow rise to his own cheek a the speak word thrill him
927,Mr Dedalus uttered a guffaw of coarse scorn.,mr dedalus utter a guffaw of coarse scorn
928,"O, by God, he cried, I forgot little old Paul Cullen!",o by god he cry i forget little old paul cullen
929,Another apple of God's eye!,another apple of god s eye
930,Dante bent across the table and cried to Mr Casey:,dante bend across the table and cry to mr casey
931,Right!,right
932,Right!,right
933,They were always right!,they be always right
934,God and morality and religion come first.,god and morality and religion come ﻿1
935,"Mrs Dedalus, seeing her excitement, said to her:",mrs dedalus see her excitement say to her
936,"Mrs Riordan, don't excite yourself answering them.",mrs riordan do not excite yourself answer them
937,God and religion before everything!,god and religion before everything
938,Dante cried.,dante cry
939,God and religion before the world.,god and religion before the world
940,Mr Casey raised his clenched fist and brought it down on the table with a crash.,mr casey raise his clench fist and bring it down on the table with a crash
941,"Very well then, he shouted hoarsely, if it comes to that, no God for Ireland!",very good then he shout hoarsely if it come to that no god for ireland
942,John!,john
943,John!,john
944,"cried Mr Dedalus, seizing his guest by the coat sleeve.",cry mr dedalus seize his guest by the coat sleeve
945,"Dante stared across the table, her cheeks shaking.",dante stare across the table her cheek shake
946,"Mr Casey struggled up from his chair and bent across the table towards her, scraping the air from before his eyes with one hand as though he were tearing aside a cobweb.",mr casey struggle up from his chair and bend across the table towards her scrape the air from before his eye with one hand a though he be tear aside a cobweb
947,No God for Ireland!,no god for ireland
948,he cried.,he cry
949,We have had too much God In Ireland.,we have have too much god in ireland
950,Away with God!,away with god
951,Blasphemer!,blasphemer
952,Devil!,devil
953,"screamed Dante, starting to her feet and almost spitting in his face.",scream dante start to her foot and almost spit in his face
954,"Uncle Charles and Mr Dedalus pulled Mr Casey back into his chair again, talking to him from both sides reasonably.",uncle charles and mr dedalus pull mr casey back into his chair again talk to him from both side reasonably
955,"He stared before him out of his dark flaming eyes, repeating:",he stare before him out of his dark flame eye repeat
956,"Away with God, I say!",away with god i say
957,"Dante shoved her chair violently aside and left the table, upsetting her napkin-ring which rolled slowly along the carpet and came to rest against the foot of an easy-chair.",dante shove her chair violently aside and leave the table upset her napkin ring which roll slowly along the carpet and come to rest against the foot of a easy chair
958,Mrs Dedalus rose quickly and followed her towards the door.,mrs dedalus rise quickly and follow her towards the door
959,"At the door Dante turned round violently and shouted down the room, her cheeks flushed and quivering with rage:",at the door dante turn round violently and shout down the room her cheek flush and quiver with rage
960,Devil out of hell!,devil out of hell
961,We won!,we win
962,We crushed him to death!,we crush him to death
963,Fiend!,fiend
964,The door slammed behind her.,the door slam behind her
965,"Mr Casey, freeing his arms from his holders, suddenly bowed his head on his hands with a sob of pain.",mr casey free his arm from his holder suddenly bow his head on his hand with a sob of pain
