,text_raw,text_clean
2841,Such is the terrible punishment decreed for those who die in mortal sin by an almighty and a just God.,such be the terrible punishment decree for that who die in mortal sin by a almighty and a just god
2842,"Yes, a just God!",yes a just god
2843,"Men, reasoning always as men, are astonished that God should mete out an everlasting and infinite punishment in the fires of hell for a single grievous sin.",man reason always a man be astonish that god should mete out a everlasting and infinite punishment in the fire of hell for a single grievous sin
2844,"They reason thus because, blinded by the gross illusion of the flesh and the darkness of human understanding, they are unable to comprehend the hideous malice of mortal sin.",they reason thus because blind by the gross illusion of the flesh and the darkness of human understand they be unable to comprehend the hideous malice of mortal sin
2845,"They reason thus because they are unable to comprehend that even venial sin is of such a foul and hideous nature that even if the omnipotent Creator could end all the evil and misery in the world, the wars, the diseases, the robberies, the crimes, the deaths, the murders, on condition that he allowed a single venial sin to pass unpunished, a single venial sin, a lie, an angry look, a moment of wilful sloth, He, the great omnipotent God could not do so because sin, be it in thought or deed, is a transgression of His law and God would not be God if He did not punish the transgressor.",they reason thus because they be unable to comprehend that even venial sin be of such a foul and hideous nature that even if the omnipotent creator can end all the evil and misery in the world the war the disease the robbery the crime the death the murder on condition that he allow a single venial sin to pass unpunished a single venial sin a lie a angry look a moment of wilful sloth he the great omnipotent god can not do so because sin be it in think or deed be a transgression of his law and god would not be god if he do not punish the transgressor
2846,"A sin, an instant of rebellious pride of the intellect, made Lucifer and a third part of the cohort of angels fall from their glory.",a sin a instant of rebellious pride of the intellect make lucifer and a 3 part of the cohort of angel fall from their glory
2847,"A sin, an instant of folly and weakness, drove Adam and Eve out of Eden and brought death and suffering into the world.",a sin a instant of folly and weakness drive adam and eve out of eden and bring death and suffer into the world
2848,"To retrieve the consequences of that sin the Only Begotten Son of God came down to earth, lived and suffered and died a most painful death, hanging for three hours on the cross.",to retrieve the consequence of that sin the only beget son of god come down to earth live and suffer and die a much painful death hang for three hour on the cross
2849,"O, my dear little brethren in Christ Jesus, will we then offend that good Redeemer and provoke His anger?",o my dear little brother in christ jesus will we then offend that good redeemer and provoke his anger
2850,Will we trample again upon that torn and mangled corpse?,will we trample again upon that tear and mangle corpse
2851,Will we spit upon that face so full of sorrow and love?,will we spit upon that face so full of sorrow and love
2852,"Will we too, like the cruel jews and the brutal soldiers, mock that gentle and compassionate Saviour Who trod alone for our sake the awful wine-press of sorrow?",will we too like the cruel jews and the brutal soldier mock that gentle and compassionate saviour who tread alone for our sake the awful wine press of sorrow
2853,Every word of sin is a wound in His tender side.,every word of sin be a wind in his tender side
2854,Every sinful act is a thorn piercing His head.,every sinful act be a thorn pierce his head
2855,"Every impure thought, deliberately yielded to, is a keen lance transfixing that sacred and loving heart.",every impure think deliberately yield to be a keen lance transfix that sacred and love heart
2856,"No, no.",no no
2857,"It is impossible for any human being to do that which offends so deeply the divine majesty, that which is punished by an eternity of agony, that which crucifies again the Son of God and makes a mockery of Him.",it be impossible for any human be to do that which offend so deeply the divine majesty that which be punish by a eternity of agony that which crucify again the son of god and make a mockery of him
2858,"I pray to God that my poor words may have availed today to confirm in holiness those who are in a state of grace, to strengthen the wavering, to lead back to the state of grace the poor soul that has strayed if any such be among you.",i pray to god that my poor word may have avail today to confirm in holiness that who be in a state of grace to strengthen the waver to lead back to the state of grace the poor soul that have stray if any such be among you
2859,"I pray to God, and do you pray with me, that we may repent of our sins.",i pray to god and do you pray with me that we may repent of our sin
2860,"I will ask you now, all of you, to repeat after me the act of contrition, kneeling here in this humble chapel in the presence of God.",i will ask you now all of you to repeat after me the act of contrition kneel here in this humble chapel in the presence of god
2861,"He is there in the tabernacle burning with love for mankind, ready to comfort the afflicted.",he be there in the tabernacle burn with love for mankind ready to comfort the afflict
2862,Be not afraid.,be not afraid
2863,No matter how many or how foul the sins if you only repent of them they will be forgiven you.,no matt how many or how foul the sin if you only repent of them they will be forgive you
2864,Let no worldly shame hold you back.,let no worldly shame hold you back
2865,God is still the merciful Lord who wishes not the eternal death of the sinner but rather that he be converted and live.,god be still the merciful lord who wish not the eternal death of the sinner but rather that he be convert and live
2866,He calls you to Him.,he call you to him
2867,You are His.,you be his
2868,He made you out of nothing.,he make you out of nothing
2869,He loved you as only a God can love.,he love you a only a god can love
2870,His arms are open to receive you even though you have sinned against Him.,his arm be open to receive you even though you have sin against him
2871,"Come to Him, poor sinner, poor vain and erring sinner.",come to him poor sinner poor vain and err sinner
2872,Now is the acceptable time.,now be the acceptable time
2873,Now is the hour.,now be the hour
2874,"The priest rose and, turning towards the altar, knelt upon the step before the tabernacle in the fallen gloom.",the priest rise and turn towards the altar kneel upon the step before the tabernacle in the fall gloom
2875,He waited till all in the chapel had knelt and every least noise was still.,he wait till all in the chapel have kneel and every little noise be still
2876,"Then, raising his head, he repeated the act of contrition, phrase by phrase, with fervour.",then raise his head he repeat the act of contrition phrase by phrase with fervour
2877,The boys answered him phrase by phrase.,the boy answer him phrase by phrase
2878,"Stephen, his tongue cleaving to his palate, bowed his head, praying with his heart.",stephen his tongue cleave to his palate bow his head pray with his heart
2879,O my God!,o my god
2880,O my God!,o my god
2881,"I am heartily sorry     I am heartily sorry     for having offended Thee     for having offended Thee     and I detest my sins     and I detest my sins     above every other evil     above every other evil     because they displease Thee, my God     because they displease Thee, my God     Who art so deserving     Who art so deserving     of all my love     of all my love     and I firmly purpose     and I firmly purpose     by Thy holy grace     by Thy holy grace     never more to offend Thee     never more to offend Thee     and to amend my life     and to amend my life",i be heartily sorry i be heartily sorry for have offend you for have offend you and i detest my sin and i detest my sin above every other evil above every other evil because they displease you my god because they displease you my god who art so deserve who art so deserve of all my love of all my love and i firmly purpose and i firmly purpose by thy holy grace by thy holy grace never much to offend you never much to offend you and to amend my life and to amend my life
2882,"He went up to his room after dinner in order to be alone with his soul, and at every step his soul seemed to sigh; at every step his soul mounted with his feet, sighing in the ascent, through a region of viscid gloom.",he go up to his room after dinner in order to be alone with his soul and at every step his soul seem to sigh at every step his soul mount with his foot sigh in the ascent through a region of viscid gloom
2883,"He halted on the landing before the door and then, grasping the porcelain knob, opened the door quickly.",he halt on the land before the door and then grasp the porcelain knob open the door quickly
2884,"He waited in fear, his soul pining within him, praying silently that death might not touch his brow as he passed over the threshold, that the fiends that inhabit darkness might not be given power over him.",he wait in fear his soul pine within him pray silently that death may not touch his brow a he pass over the threshold that the fiend that inhabit darkness may not be give power over him
2885,He waited still at the threshold as at the entrance to some dark cave.,he wait still at the threshold a at the entrance to some dark cave
2886,Faces were there; eyes: they waited and watched.,face be there eye they wait and watch
2887,We knew perfectly well of course that though it was bound to come to the light he would find considerable difficulty in endeavouring to try to induce himself to try to endeavour to ascertain the spiritual plenipotentiary and so we knew of course perfectly well,we know perfectly good of course that though it be bind to come to the light he would find considerable difficulty in endeavour to try to induce himself to try to endeavour to ascertain the spiritual plenipotentiary and so we know of course perfectly good
2888,Murmuring faces waited and watched; murmurous voices filled the dark shell of the cave.,murmur face wait and watch murmurous voice fill the dark she will of the cave
2889,"He feared intensely in spirit and in flesh but, raising his head bravely, he strode into the room firmly.",he fear intensely in spirit and in flesh but raise his head bravely he stride into the room firmly
2890,"A doorway, a room, the same room, same window.",a doorway a room the same room same window
2891,He told himself calmly that those words had absolutely no sense which had seemed to rise murmurously from the dark.,he tell himself calmly that that word have absolutely no sense which have seem to rise murmurously from the dark
2892,He told himself that it was simply his room with the door open.,he tell himself that it be simply his room with the door open
2893,"He closed the door and, walking swiftly to the bed, knelt beside it and covered his face with his hands.",he close the door and walk swiftly to the bed kneel beside it and cover his face with his hand
2894,His hands were cold and damp and his limbs ached with chill.,his hand be cold and damp and his limb ache with chill
2895,"Bodily unrest and chill and weariness beset him, routing his thoughts.",bodily unrest and chill and weariness beset him route his thought
2896,Why was he kneeling there like a child saying his evening prayers?,why be he kneel there like a child say his even prayer
2897,"To be alone with his soul, to examine his conscience, to meet his sins face to face, to recall their times and manners and circumstances, to weep over them.",to be alone with his soul to examine his conscience to meet his sin face to face to recall their time and manner and circumstance to weep over them
2898,He could not weep.,he can not weep
2899,He could not summon them to his memory.,he can not summon them to his memory
2900,"He felt only an ache of soul and body, his whole being, memory, will, understanding, flesh, benumbed and weary.",he feel only a ache of soul and body his whole be memory will understand flesh benumbed and weary
2901,"That was the work of devils, to scatter his thoughts and over-cloud his conscience, assailing him at the gates of the cowardly and sin-corrupted flesh: and, praying God timidly to forgive him his weakness, he crawled up on to the bed and, wrapping the blankets closely about him, covered his face again with his hands.",that be the work of devil to scatter his thought and over cloud his conscience assail him at the gate of the cowardly and sin corrupt flesh and pray god timidly to forgive him his weakness he crawl up on to the bed and wrap the blanket closely about him cover his face again with his hand
2902,He had sinned.,he have sin
2903,He had sinned so deeply against heaven and before God that he was not worthy to be called God's child.,he have sin so deeply against heaven and before god that he be not worthy to be call god s child
2904,"Could it be that he, Stephen Dedalus, had done those things?",can it be that he stephen dedalus have do that thing
2905,His conscience sighed in answer.,his conscience sigh in answer
2906,"Yes, he had done them, secretly, filthily, time after time, and, hardened in sinful impenitence, he had dared to wear the mask of holiness before the tabernacle itself while his soul within was a living mass of corruption.",yes he have do them secretly filthily time after time and harden in sinful impenitence he have dare to wear the mask of holiness before the tabernacle itself while his soul within be a live mass of corruption
2907,How came it that God had not struck him dead?,how come it that god have not strike him dead
2908,"The leprous company of his sins closed about him, breathing upon him, bending over him from all sides.",the leprous company of his sin close about him breathe upon him bend over him from all side
2909,"He strove to forget them in an act of prayer, huddling his limbs closer together and binding down his eyelids: but the senses of his soul would not be bound and, though his eyes were shut fast, he saw the places where he had sinned and, though his ears were tightly covered, he heard.",he strive to forget them in a act of prayer huddle his limb close together and bind down his eyelid but the sense of his soul would not be bind and though his eye be shut fast he see the place where he have sin and though his ear be tightly cover he hear
2910,He desired with all his will not to hear or see.,he desire with all his will not to hear or see
2911,He desired till his frame shook under the strain of his desire and until the senses of his soul closed.,he desire till his frame shake under the strain of his desire and until the sense of his soul close
2912,They closed for an instant and then opened.,they close for a instant and then open
2913,He saw.,he see
2914,A field of stiff weeds and thistles and tufted nettle-bunches.,a field of stiff weed and thistle and tufted nettle bunch
2915,Thick among the tufts of rank stiff growth lay battered canisters and clots and coils of solid excrement.,thick among the tuft of rank stiff growth lie batter canister and clot and coil of solid excrement
2916,A faint marshlight struggling upwards from all the ordure through the bristling grey-green weeds.,a faint marshlight struggle upwards from all the ordure through the bristle grey green weed
2917,"An evil smell, faint and foul as the light, curled upwards sluggishly out of the canisters and from the stale crusted dung.",a evil smell faint and foul a the light curl upwards sluggishly out of the canister and from the stale crust dung
2918,"Creatures were in the field: one, three, six: creatures were moving in the field, hither and thither.",creature be in the field one three six creature be move in the field hither and thither
2919,"Goatish creatures with human faces, hornybrowed, lightly bearded and grey as india-rubber.",goatish creature with human face hornybrowed lightly beard and grey a india rubber
2920,"The malice of evil glittered in their hard eyes, as they moved hither and thither, trailing their long tails behind them.",the malice of evil glitter in their hard eye a they move hither and thither trail their long tail behind them
2921,A rictus of cruel malignity lit up greyly their old bony faces.,a rictus of cruel malignity light up greyly their old bony face
2922,"One was clasping about his ribs a torn flannel waistcoat, another complained monotonously as his beard stuck in the tufted weeds.",one be clasp about his rib a tear flannel waistcoat another complain monotonously a his beard stick in the tufted weed
2923,"Soft language issued from their spittleless lips as they swished in slow circles round and round the field, winding hither and thither through the weeds, dragging their long tails amid the rattling canisters.",soft language issue from their spittleless lip a they swish in slow circle round and round the field wind hither and thither through the weed drag their long tail amid the rattle canister
2924,"They moved in slow circles, circling closer and closer to enclose, to enclose, soft language issuing from their lips, their long swishing tails besmeared with stale shite, thrusting upwards their terrific faces...",they move in slow circle circle close and close to enclose to enclose soft language issue from their lip their long swish tail besmeared with stale shite thrust upwards their terrific face
2925,He flung the blankets from him madly to free his face and neck.,he fling the blanket from him madly to free his face and neck
2926,That was his hell.,that be his hell
2927,"God had allowed him to see the hell reserved for his sins: stinking, bestial, malignant, a hell of lecherous goatish fiends.",god have allow him to see the hell reserve for his sin stink bestial malignant a hell of lecherous goatish fiend
2928,For him!,for him
2929,For him!,for him
2930,"He sprang from the bed, the reeking odour pouring down his throat, clogging and revolting his entrails.",he spring from the bed the reek odour pour down his throat clog and revolt his entrails
2931,Air!,air
2932,The air of heaven!,the air of heaven
2933,"He stumbled towards the window, groaning and almost fainting with sickness.",he stumble towards the window groan and almost faint with sickness
2934,"At the washstand a convulsion seized him within; and, clasping his cold forehead wildly, he vomited profusely in agony.",at the washstand a convulsion seize him within and clasp his cold forehead wildly he vomit profusely in agony
2935,"When the fit had spent itself he walked weakly to the window and, lifting the sash, sat in a corner of the embrasure and leaned his elbow upon the sill.",when the fit have spend itself he walk weakly to the window and lift the sash sit in a corner of the embrasure and lean his elbow upon the sill
2936,The rain had drawn off; and amid the moving vapours from point to point of light the city was spinning about herself a soft cocoon of yellowish haze.,the rain have draw off and amid the move vapour from point to point of light the city be spin about herself a soft cocoon of yellowish haze
2937,"Heaven was still and faintly luminous and the air sweet to breathe, as in a thicket drenched with showers; and amid peace and shimmering lights and quiet fragrance he made a covenant with his heart.",heaven be still and faintly luminous and the air sweet to breathe a in a thicket drench with shower and amid peace and shimmer light and quiet fragrance he make a covenant with his heart
2938,He prayed:,he pray
2939,He once had meant to come on earth in heavenly glory but we sinned; and then He could not safely visit us but with a shrouded majesty and a bedimmed radiance for He was God.,he once have mean to come on earth in heavenly glory but we sin and then he can not safely visit us but with a shroud majesty and a bedimmed radiance for he be god
2940,"So He came Himself in weakness not in power and He sent thee, a creature in His stead, with a creatures comeliness and lustre suited to our state.",so he come himself in weakness not in power and he send you a creature in his stead with a creature comeliness and lustre suit to our state
2941,"And now thy very face and form, dear mother speak to us of the Eternal; not like earthly beauty, dangerous to look upon, but like the morning star which is thy emblem, bright and musical, breathing purity, telling of heaven and infusing peace.",and now thy very face and form dear mother speak to us of the eternal not like earthly beauty dangerous to look upon but like the morning star which be thy emblem bright and musical breathe purity tell of heaven and infuse peace
2942,O harbinger of day!,o harbinger of day
2943,O light of the pilgrim!,o light of the pilgrim
2944,Lead us still as thou hast led.,lead us still a thou hast lead
2945,"In the dark night, across the bleak wilderness guide us on to our Lord Jesus, guide us home.",in the dark night across the bleak wilderness guide us on to our lord jesus guide us home
2946,"His eyes were dimmed with tears and, looking humbly up to heaven, he wept for the innocence he had lost.",his eye be dim with tear and look humbly up to heaven he weep for the innocence he have lose
2947,"When evening had fallen he left the house, and the first touch of the damp dark air and the noise of the door as it closed behind him made ache again his conscience, lulled by prayer and tears.",when even have fall he leave the house and the ﻿1 touch of the damp dark air and the noise of the door a it close behind him make ache again his conscience lull by prayer and tear
2948,Confess!,confess
2949,Confess!,confess
2950,It was not enough to lull the conscience with a tear and a prayer.,it be not enough to lull the conscience with a tear and a prayer
2951,He had to kneel before the minister of the Holy Ghost and tell over his hidden sins truly and repentantly.,he have to kneel before the minister of the holy ghost and tell over his hide sin truly and repentantly
2952,"Before he heard again the footboard of the housedoor trail over the threshold as it opened to let him in, before he saw again the table in the kitchen set for supper he would have knelt and confessed.",before he hear again the footboard of the housedoor trail over the threshold a it open to let him in before he see again the table in the kitchen set for supper he would have kneel and confess
2953,It was quite simple.,it be quite simple
2954,The ache of conscience ceased and he walked onward swiftly through the dark streets.,the ache of conscience cease and he walk onward swiftly through the dark street
2955,There were so many flagstones on the footpath of that street and so many streets in that city and so many cities in the world.,there be so many flagstone on the footpath of that street and so many street in that city and so many city in the world
2956,Yet eternity had no end.,yet eternity have no end
2957,He was in mortal sin.,he be in mortal sin
2958,Even once was a mortal sin.,even once be a mortal sin
2959,It could happen in an instant.,it can happen in a instant
2960,But how so quickly?,but how so quickly
2961,By seeing or by thinking of seeing.,by see or by think of see
2962,"The eyes see the thing, without having wished first to see.",the eye see the thing without have wish ﻿1 to see
2963,Then in an instant it happens.,then in a instant it happen
2964,But does that part of the body understand or what?,but doe that part of the body understand or what
2965,"The serpent, the most subtle beast of the field.",the serpent the much subtle beast of the field
2966,"It must understand when it desires in one instant and then prolongs its own desire instant after instant, sinfully.",it must understand when it desire in one instant and then prolong its own desire instant after instant sinfully
2967,It feels and understands and desires.,it feel and understand and desire
2968,What a horrible thing!,what a horrible thing
2969,"Who made it to be like that, a bestial part of the body able to understand bestially and desire bestially?",who make it to be like that a bestial part of the body able to understand bestially and desire bestially
2970,Was that then he or an inhuman thing moved by a lower soul?,be that then he or a inhuman thing move by a low soul
2971,His soul sickened at the thought of a torpid snaky life feeding itself out of the tender marrow of his life and fattening upon the slime of lust.,his soul sicken at the think of a torpid snaky life feed itself out of the tender marrow of his life and fatten upon the slime of lust
2972,O why was that so?,o why be that so
2973,O why?,o why
2974,"He cowered in the shadow of the thought, abasing himself in the awe of God Who had made all things and all men.",he cower in the shadow of the think abase himself in the awe of god who have make all thing and all man
2975,Madness.,madness
2976,Who could think such a thought?,who can think such a think
2977,"And, cowering in darkness and abject, he prayed mutely to his guardian angel to drive away with his sword the demon that was whispering to his brain.",and cower in darkness and abject he pray mutely to his guardian angel to drive away with his sword the demon that be whisper to his brain
2978,The whisper ceased and he knew then clearly that his own soul had sinned in thought and word and deed wilfully through his own body.,the whisper cease and he know then clearly that his own soul have sin in think and word and deed wilfully through his own body
2979,Confess!,confess
2980,He had to confess every sin.,he have to confess every sin
2981,How could he utter in words to the priest what he had done?,how can he utter in word to the priest what he have do
2982,"Must, must.",must must
2983,Or how could he explain without dying of shame?,or how can he explain without dye of shame
2984,Or how could he have done such things without shame?,or how can he have do such thing without shame
2985,A madman!,a madman
2986,Confess!,confess
2987,O he would indeed to be free and sinless again!,o he would indeed to be free and sinless again
2988,Perhaps the priest would know.,perhaps the priest would know
2989,O dear God!,o dear god
2990,"He walked on and on through ill-lit streets, fearing to stand still for a moment lest it might seem that he held back from what awaited him, fearing to arrive at that towards which he still turned with longing.",he walk on and on through ill light street fear to stand still for a moment lest it may seem that he hold back from what await him fear to arrive at that towards which he still turn with long
2991,How beautiful must be a soul in the state of grace when God looked upon it with love!,how beautiful must be a soul in the state of grace when god look upon it with love
2992,Frowsy girls sat along the curbstones before their baskets.,frowsy girl sit along the curbstones before their basket
2993,Their dank hair hung trailed over their brows.,their dank hair hang trail over their brow
2994,They were not beautiful to see as they crouched in the mire.,they be not beautiful to see a they crouch in the mire
2995,"But their souls were seen by God; and if their souls were in a state of grace they were radiant to see: and God loved them, seeing them.",but their soul be see by god and if their soul be in a state of grace they be radiant to see and god love them see them
2996,"A wasting breath of humiliation blew bleakly over his soul to think of how he had fallen, to feel that those souls were dearer to God than his.",a waste breath of humiliation blow bleakly over his soul to think of how he have fall to feel that that soul be dear to god than his
2997,"The wind blew over him and passed on to the myriads and myriads of other souls on whom God's favour shone now more and now less, stars now brighter and now dimmer sustained and failing.",the wind blow over him and pass on to the myriad and myriad of other soul on whom god s favour shine now much and now little star now bright and now dim sustain and fail
2998,"And the glimmering souls passed away, sustained and failing, merged in a moving breath.",and the glimmer soul pass away sustain and fail merge in a move breath
2999,One soul was lost; a tiny soul: his.,one soul be lose a tiny soul his
3000,"It flickered once and went out, forgotten, lost.",it flicker once and go out forget lose
3001,"The end: black, cold, void waste.",the end black cold void waste
3002,"Consciousness of place came ebbing back to him slowly over a vast tract of time unlit, unfelt, unlived.",consciousness of place come ebb back to him slowly over a vast tract of time unlit unfelt unlived
3003,"The squalid scene composed itself around him; the common accents, the burning gas-jets in the shops, odours of fish and spirits and wet sawdust, moving men and women.",the squalid scene compose itself around him the common accent the burn gas jet in the shop odour of fish and spirit and wet sawdust move man and woman
3004,"An old woman was about to cross the street, an oilcan in her hand.",a old woman be about to cross the street a oilcan in her hand
3005,He bent down and asked her was there a chapel near.,he bend down and ask her be there a chapel near
3006,"A chapel, sir?",a chapel sir
3007,"Yes, sir.",yes sir
3008,Church Street chapel.,church street chapel
3009,"She shifted the can to her other hand and directed him; and, as she held out her reeking withered right hand under its fringe of shawl, he bent lower towards her, saddened and soothed by her voice.",she shift the can to her other hand and direct him and a she hold out her reek wither right hand under its fringe of shawl he bend low towards her sadden and soothe by her voice
3010,Thank you.,thank you
3011,"You are quite welcome, sir.",you be quite welcome sir
3012,The candles on the high altar had been extinguished but the fragrance of incense still floated down the dim nave.,the candle on the high altar have be extinguish but the fragrance of incense still float down the dim nave
3013,"Bearded workmen with pious faces were guiding a canopy out through a side door, the sacristan aiding them with quiet gestures and words.",beard workman with pious face be guide a canopy out through a side door the sacristan aid them with quiet gesture and word
3014,A few of the faithful still lingered praying before one of the side-altars or kneeling in the benches near the confessionals.,a few of the faithful still linger pray before one of the side altar or kneel in the bench near the confessional
3015,"He approached timidly and knelt at the last bench in the body, thankful for the peace and silence and fragrant shadow of the church.",he approach timidly and kneel at the last bench in the body thankful for the peace and silence and fragrant shadow of the church
3016,The board on which he knelt was narrow and worn and those who knelt near him were humble followers of Jesus.,the board on which he kneel be narrow and wear and that who kneel near him be humble follower of jesus
3017,"Jesus too had been born in poverty and had worked in the shop of a carpenter, cutting boards and planing them, and had first spoken of the kingdom of God to poor fishermen, teaching all men to be meek and humble of heart.",jesus too have be bear in poverty and have work in the shop of a carpenter cut board and plane them and have ﻿1 speak of the kingdom of god to poor fisherman teach all man to be meek and humble of heart
3018,"He bowed his head upon his hands, bidding his heart be meek and humble that he might be like those who knelt beside him and his prayer as acceptable as theirs.",he bow his head upon his hand bid his heart be meek and humble that he may be like that who kneel beside him and his prayer a acceptable a theirs
3019,He prayed beside them but it was hard.,he pray beside them but it be hard
3020,"His soul was foul with sin and he dared not ask forgiveness with the simple trust of those whom Jesus, in the mysterious ways of God, had called first to His side, the carpenters, the fishermen, poor and simple people following a lowly trade, handling and shaping the wood of trees, mending their nets with patience.",his soul be foul with sin and he dare not ask forgiveness with the simple trust of that whom jesus in the mysterious way of god have call ﻿1 to his side the carpenter the fisherman poor and simple people follow a lowly trade handle and shape the wood of tree mend their net with patience
3021,"A tall figure came down the aisle and the penitents stirred; and at the last moment, glancing up swiftly, he saw a long grey beard and the brown habit of a capuchin.",a tall figure come down the aisle and the penitent stir and at the last moment glance up swiftly he see a long grey beard and the brown habit of a capuchin
3022,The priest entered the box and was hidden.,the priest enter the box and be hide
3023,Two penitents rose and entered the confessional at either side.,two penitent rise and enter the confessional at either side
3024,The wooden slide was drawn back and the faint murmur of a voice troubled the silence.,the wooden slide be draw back and the faint murmur of a voice trouble the silence
3025,"His blood began to murmur in his veins, murmuring like a sinful city summoned from its sleep to hear its doom.",his blood begin to murmur in his vein murmur like a sinful city summon from its sleep to hear its doom
3026,"Little flakes of fire fell and powdery ashes fell softly, alighting on the houses of men.",little flake of fire fall and powdery ash fall softly alight on the house of man
3027,"They stirred, waking from sleep, troubled by the heated air.",they stir wake from sleep trouble by the heat air
3028,The slide was shot back.,the slide be shoot back
3029,The penitent emerged from the side of the box.,the penitent emerge from the side of the box
3030,The farther side was drawn.,the far side be draw
3031,A woman entered quietly and deftly where the first penitent had knelt.,a woman enter quietly and deftly where the ﻿1 penitent have kneel
3032,The faint murmur began again.,the faint murmur begin again
3033,He could still leave the chapel.,he can still leave the chapel
3034,"He could stand up, put one foot before the other and walk out softly and then run, run, run swiftly through the dark streets.",he can stand up put one foot before the other and walk out softly and then run run run swiftly through the dark street
3035,He could still escape from the shame.,he can still escape from the shame
3036,Had it been any terrible crime but that one sin!,have it be any terrible crime but that one sin
3037,Had it been murder!,have it be murder
3038,"Little fiery flakes fell and touched him at all points, shameful thoughts, shameful words, shameful acts.",little fiery flake fall and touch him at all point shameful thought shameful word shameful act
3039,Shame covered him wholly like fine glowing ashes falling continually.,shame cover him wholly like fine glow ash fall continually
3040,To say it in words!,to say it in word
3041,"His soul, stifling and helpless, would cease to be.",his soul stifle and helpless would cease to be
3042,The slide was shot back.,the slide be shoot back
3043,A penitent emerged from the farther side of the box.,a penitent emerge from the far side of the box
3044,The near slide was drawn.,the near slide be draw
3045,A penitent entered where the other penitent had come out.,a penitent enter where the other penitent have come out
3046,A soft whispering noise floated in vaporous cloudlets out of the box.,a soft whisper noise float in vaporous cloudlets out of the box
3047,"It was the woman: soft whispering cloudlets, soft whispering vapour, whispering and vanishing.",it be the woman soft whisper cloudlets soft whisper vapour whisper and vanish
3048,"He beat his breast with his fist humbly, secretly under cover of the wooden armrest.",he beat his breast with his fist humbly secretly under cover of the wooden armrest
3049,He would be at one with others and with God.,he would be at one with other and with god
3050,He would love his neighbour.,he would love his neighbour
3051,He would love God who had made and loved him.,he would love god who have make and love him
3052,He would kneel and pray with others and be happy.,he would kneel and pray with other and be happy
3053,God would look down on him and on them and would love them all.,god would look down on him and on them and would love them all
3054,It was easy to be good.,it be easy to be good
3055,God's yoke was sweet and light.,god s yoke be sweet and light
3056,"It was better never to have sinned, to have remained always a child, for God loved little children and suffered them to come to Him.",it be well never to have sin to have remain always a child for god love little child and suffer them to come to him
3057,It was a terrible and a sad thing to sin.,it be a terrible and a sad thing to sin
3058,But God was merciful to poor sinners who were truly sorry.,but god be merciful to poor sinner who be truly sorry
3059,How true that was!,how true that be
3060,That was indeed goodness.,that be indeed goodness
3061,The slide was shot to suddenly.,the slide be shoot to suddenly
3062,The penitent came out.,the penitent come out
3063,He was next.,he be next
3064,He stood up in terror and walked blindly into the box.,he stand up in terror and walk blindly into the box
3065,At last it had come.,at last it have come
3066,He knelt in the silent gloom and raised his eyes to the white crucifix suspended above him.,he kneel in the silent gloom and raise his eye to the white crucifix suspend above him
3067,God could see that he was sorry.,god can see that he be sorry
3068,He would tell all his sins.,he would tell all his sin
3069,"His confession would be long, long.",his confession would be long long
3070,Everybody in the chapel would know then what a sinner he had been.,everybody in the chapel would know then what a sinner he have be
3071,Let them know.,let them know
3072,It was true.,it be true
3073,But God had promised to forgive him if he was sorry.,but god have promise to forgive him if he be sorry
3074,He was sorry.,he be sorry
3075,"He clasped his hands and raised them towards the white form, praying with his darkened eyes, praying with all his trembling body, swaying his head to and fro like a lost creature, praying with whimpering lips.",he clasp his hand and raise them towards the white form pray with his darken eye pray with all his tremble body sway his head to and fro like a lose creature pray with whimper lip
3076,Sorry!,sorry
3077,Sorry!,sorry
3078,O sorry!,o sorry
3079,The slide clicked back and his heart bounded in his breast.,the slide click back and his heart bound in his breast
3080,"The face of an old priest was at the grating, averted from him, leaning upon a hand.",the face of a old priest be at the grate avert from him lean upon a hand
3081,He made the sign of the cross and prayed of the priest to bless him for he had sinned.,he make the sign of the cross and pray of the priest to bless him for he have sin
3082,"Then, bowing his head, he repeated the Confiteor in fright.",then bow his head he repeat the confiteor in fright
3083,"At the words my most grievous fault he ceased, breathless.",at the word my much grievous fault he cease breathless
3084,"How long is it since your last confession, my child?",how long be it since your last confession my child
3085,"A long time, father.",a long time father
3086,"A month, my child?",a month my child
3087,"Longer, father.",long father
3088,"Three months, my child?",three month my child
3089,"Longer, father.",long father
3090,Six months?,six month
3091,"Eight months, father.",eight month father
3092,He had begun.,he have begin
3093,The priest asked:,the priest ask
3094,And what do you remember since that time?,and what do you remember since that time
3095,"He began to confess his sins: masses missed, prayers not said, lies.",he begin to confess his sin masse miss prayer not say lie
3096,"Anything else, my child?",anything else my child
3097,"Sins of anger, envy of others, gluttony, vanity, disobedience.",sin of anger envy of other gluttony vanity disobedience
3098,"Anything else, my child?",anything else my child
3099,There was no help.,there be no help
3100,He murmured:,he murmur
3101,"I...committed sins of impurity, father.",i commit sin of impurity father
3102,The priest did not turn his head.,the priest do not turn his head
3103,"With yourself, my child?",with yourself my child
3104,And...with others.,and with other
3105,"With women, my child?",with woman my child
3106,"Yes, father.",yes father
3107,"Were they married women, my child?",be they marry woman my child
3108,He did not know.,he do not know
3109,"His sins trickled from his lips, one by one, trickled in shameful drops from his soul, festering and oozing like a sore, a squalid stream of vice.",his sin trickle from his lip one by one trickle in shameful drop from his soul fester and ooze like a sore a squalid stream of vice
